date,station,daily_rainfall_total,mean_temperature,maximum_temperature,minimum_temperature,mean_wind_speed,max_wind_speed
20/1/2015,Admiralty,0,26.2,29.9,23.6,14.4,41
21/1/2015,Admiralty,16,26.1,30.2,24.2,12.8,40.3
22/1/2015,Admiralty,0,26.4,29.3,24.3,14.5,40.7
23/1/2015,Admiralty,0,26.1,29.4,23.7,14.7,44.3
24/1/2015,Admiralty,0,26.2,29.9,24.4,12.7,37.1
25/1/2015,Admiralty,0,26.2,29.8,24,12.9,36.4
26/1/2015,Admiralty,0,26.5,30.5,24.2,13.5,37.4
27/1/2015,Admiralty,0,26.8,30.8,23.9,13.2,34.6
28/1/2015,Admiralty,1.8,26.5,31.8,23.5,10.6,32.4
29/1/2015,Admiralty,0,26.2,28.9,24.5,13.1,31.7
30/1/2015,Admiralty,0,26.5,30.1,24.5,12.9,39.6
31/1/2015,Admiralty,0,26.9,31.3,24.6,15.7,43.6
1/2/2015,Admiralty,0,26.2,30.4,23.4,13.9,48.6
2/2/2015,Admiralty,0,25.9,28.4,23.9,10.9,41.8
3/2/2015,Admiralty,0,25.8,28.8,24,12.3,34.9
4/2/2015,Admiralty,7,25.1,27.1,23.1,11.5,34.2
5/2/2015,Admiralty,0,26.3,29.8,24.5,16.5,50.4
6/2/2015,Admiralty,14,25.7,29.3,23.6,14.8,48.6
7/2/2015,Admiralty,0,26,29.3,24,15.5,48.6
8/2/2015,Admiralty,0,25.9,29.4,23.5,15.9,42.1
9/2/2015,Admiralty,0,26.2,29.7,24.3,17.2,50.8
10/2/2015,Admiralty,0,na,na,na,na,na
11/2/2015,Admiralty,0,na,na,na,na,na
12/2/2015,Admiralty,0,na,na,na,na,na
13/2/2015,Admiralty,0,na,na,na,13.7,na
14/2/2015,Admiralty,0,26.1,30.2,23.3,14,37.8
15/2/2015,Admiralty,0,26.7,32.2,23.5,12.9,33.8
16/2/2015,Admiralty,0,27.1,32,23.9,14.7,39.2
17/2/2015,Admiralty,0,27,31.3,24.5,15.6,38.9
18/2/2015,Admiralty,0,27.2,31.8,23.9,12.5,40.3
19/2/2015,Admiralty,1.4,26.4,31.7,23.4,13.3,42.5
20/2/2015,Admiralty,0,27,31.6,24.5,14.7,37.1
21/2/2015,Admiralty,0,26.8,31.4,24.1,13.6,34.2
22/2/2015,Admiralty,0,26.7,31.1,24,13.5,37.4
23/2/2015,Admiralty,42.6,26.8,34.1,23.6,10.4,38.9
24/2/2015,Admiralty,0.2,26.9,29.6,24.7,12.9,35.3
25/2/2015,Admiralty,0,27.3,32.7,24.7,11.7,38.2
26/2/2015,Admiralty,0,27,30.8,24.6,12.3,33.1
27/2/2015,Admiralty,0,27.4,32.3,24.4,14.5,40.3
28/2/2015,Admiralty,0,27.8,32.8,24.7,14.4,38.5
1/3/2015,Admiralty,0,28,32.8,25,12.6,38.9
2/3/2015,Admiralty,0,27.5,32.3,24.8,10.7,41.4
3/3/2015,Admiralty,0,27.8,32.1,25.3,10.7,36.4
4/3/2015,Admiralty,0.2,27.5,33.5,25.5,10.2,34.2
5/3/2015,Admiralty,0,27.6,33.2,24.6,10.6,34.6
6/3/2015,Admiralty,0,27.7,32.5,24.4,9.4,29.9
7/3/2015,Admiralty,0,28,32.4,25,13,36
8/3/2015,Admiralty,0,27.8,33.5,25.3,8.8,36.4
9/3/2015,Admiralty,3.2,27.1,31.3,25.1,11.5,43.6
10/3/2015,Admiralty,0,27.5,31.9,24.4,11.6,46.1
11/3/2015,Admiralty,8.4,25.4,26.9,24.3,10.1,34.6
12/3/2015,Admiralty,0,27.1,30.9,24.9,10.8,36.4
13/3/2015,Admiralty,0,27.2,32.2,24.4,12.2,33.8
14/3/2015,Admiralty,0,27.4,32.9,24.4,10.9,30.6
15/3/2015,Admiralty,0,27.4,31,24.9,11.6,31
16/3/2015,Admiralty,1.6,27.3,33.9,25.6,8.5,31
17/3/2015,Admiralty,2.6,28,33.3,25.5,11,27.4
18/3/2015,Admiralty,0,28.3,34.5,25.9,11.7,35.6
19/3/2015,Admiralty,26.6,28,33.9,26.2,10.7,33.8
20/3/2015,Admiralty,0.2,28.3,33.1,24.7,8.5,38.2
21/3/2015,Admiralty,16.4,27.9,35,24.9,8.6,45.4
22/3/2015,Admiralty,37.4,26.9,32.6,23.1,8.3,57.6
23/3/2015,Admiralty,0,28,33.9,25.2,11.1,33.5
24/3/2015,Admiralty,0,27.9,31,25.9,12.8,35.6
25/3/2015,Admiralty,0,28.4,32.7,26.1,15.8,45.7
26/3/2015,Admiralty,0,28.4,31.9,26.1,15.7,46.4
27/3/2015,Admiralty,0,28.4,32.2,26,14.7,42.1
28/3/2015,Admiralty,3,27.6,30.2,26.2,11.7,42.8
29/3/2015,Admiralty,4.8,26.7,29.6,25,8.8,42.8
30/3/2015,Admiralty,0,28.2,32.5,25.6,11.8,36
31/3/2015,Admiralty,34.2,27.3,32.9,24.8,7.4,38.5
1/5/2015,Admiralty,0.2,27.6,31.7,25.5,5.1,28.1
2/5/2015,Admiralty,7.6,27.7,29.8,25.2,6.6,32.8
3/5/2015,Admiralty,87.2,26.8,29.5,23.6,5.7,38.9
4/5/2015,Admiralty,0,27.4,32.6,25.1,5.2,34.2
5/5/2015,Admiralty,0,28.5,33.5,25.1,5.8,24.5
6/5/2015,Admiralty,0,28.8,33.8,26.5,6.3,25.6
7/5/2015,Admiralty,8,28.3,31.6,26.5,6.3,30.2
8/5/2015,Admiralty,4.4,28.3,31.4,26.5,6.1,34.2
9/5/2015,Admiralty,0,29.2,33.1,26.2,6.5,30.2
10/5/2015,Admiralty,0,29.2,33.8,27.4,6.9,26.6
11/5/2015,Admiralty,0,29.9,33.4,27.3,9.3,27
12/5/2015,Admiralty,18,28.9,32.1,25.3,7,36
13/5/2015,Admiralty,8.8,28,31.1,26,5.9,33.8
14/5/2015,Admiralty,1.2,28.2,33.5,25.2,6.7,36
15/5/2015,Admiralty,0.4,27,29.7,26,4.3,27
16/5/2015,Admiralty,13.6,28,31.9,25.8,4.8,28.8
17/5/2015,Admiralty,8,28.5,33.9,25.8,6.2,34.9
18/5/2015,Admiralty,33,27.9,31.7,25.2,4.7,33.8
19/5/2015,Admiralty,2.2,28.6,34,26.2,5.5,29.2
20/5/2015,Admiralty,38,27.5,31.7,25.4,6,37.1
21/5/2015,Admiralty,0.4,28.9,33.3,25.7,6.3,26.3
22/5/2015,Admiralty,0.8,28.8,32.7,27.1,5.6,30.6
23/5/2015,Admiralty,5,26.8,28.3,25.2,6.1,30.6
24/5/2015,Admiralty,0,28.9,33.4,26.3,5.8,23.4
25/5/2015,Admiralty,18.4,27.9,31.7,25.9,5,23
26/5/2015,Admiralty,5.8,27.8,32.9,24.9,6.6,28.8
27/5/2015,Admiralty,0,28.2,32.6,24.9,6,30.2
28/5/2015,Admiralty,0,28.9,32.4,26.1,5.5,20.9
29/5/2015,Admiralty,0.4,29.8,33.4,27,6.8,31
30/5/2015,Admiralty,0,30,34.3,27.2,8.8,34.9
31/5/2015,Admiralty,0,29.1,33.1,26.1,5.5,32.8
1/6/2015,Admiralty,0,28.9,34.2,26,5.6,22.3
2/6/2015,Admiralty,5.2,28.6,35.1,25.4,8.2,36.7
3/6/2015,Admiralty,0,28.8,33.1,25,6.4,21.6
4/6/2015,Admiralty,0.6,28.8,33.5,26.4,6.6,24.5
5/6/2015,Admiralty,0,28.4,34.8,25.8,4.8,28.4
6/6/2015,Admiralty,6.6,27.5,32.3,25.1,5.2,37.8
7/6/2015,Admiralty,2.8,27.7,30.8,25.7,4.3,19.1
8/6/2015,Admiralty,0,28.3,31,26.1,5.3,28.4
9/6/2015,Admiralty,0,27.5,29.8,25.8,8.3,31.7
10/6/2015,Admiralty,0.2,29,32.4,26.8,6,23.4
11/6/2015,Admiralty,5.4,27.9,32.6,25.3,5.5,40
12/6/2015,Admiralty,11.8,26.4,28.7,24.4,5.1,47.2
13/6/2015,Admiralty,0,28,31.7,25.8,6.2,20.5
14/6/2015,Admiralty,10.4,26.3,28.1,24.2,8.2,42.8
15/6/2015,Admiralty,0,27.9,31.1,25.7,4.7,28.4
16/6/2015,Admiralty,13.4,26.9,29.7,23.4,4.9,40
17/6/2015,Admiralty,5.6,27.5,30.7,25.2,5.2,32
18/6/2015,Admiralty,0,29.2,32.9,26.6,6.2,22.7
19/6/2015,Admiralty,0,29.2,32,27.1,6.9,28.4
20/6/2015,Admiralty,0,29.7,33.2,27.3,6.9,27
21/6/2015,Admiralty,0,30,33.8,27.9,6.9,27.4
22/6/2015,Admiralty,0,30.1,33.5,27.7,7,25.2
23/6/2015,Admiralty,0,29.9,33.3,27.9,7.4,30.2
24/6/2015,Admiralty,0,29.8,32.9,27.6,7.6,32.4
25/6/2015,Admiralty,0,29.7,32.6,27.6,7.4,26.3
26/6/2015,Admiralty,0,29.7,33.1,27.6,8.1,26.3
27/6/2015,Admiralty,0,29.9,33.4,27.3,7.5,25.2
28/6/2015,Admiralty,0,29.9,33.2,27.8,7.7,29.5
29/6/2015,Admiralty,0,30,33.8,27.2,6.3,25.9
30/6/2015,Admiralty,0,30.1,34,26.8,6.4,23.8
1/7/2015,Admiralty,0.2,28.2,30,24.1,6,43.2
2/7/2015,Admiralty,4,28.9,32.2,26.7,5.8,31
3/7/2015,Admiralty,0,29.2,32.4,27.1,7.3,28.1
4/7/2015,Admiralty,16.2,27.4,29.1,23.5,6.9,54
5/7/2015,Admiralty,0,29.4,33.6,26.7,7,28.4
6/7/2015,Admiralty,0,29.3,32.2,27.3,7.4,28.1
7/7/2015,Admiralty,0,29.3,31.9,27.5,7.2,25.6
8/7/2015,Admiralty,4.4,28.5,32.3,23.8,6.2,58
9/7/2015,Admiralty,0,29.2,32.4,26.6,7.2,40.3
10/7/2015,Admiralty,0.6,28.9,31.2,25.5,7.1,37.4
11/7/2015,Admiralty,0.2,29.3,32.8,26.5,6.4,31.3
12/7/2015,Admiralty,0,29.4,33.2,27.3,7.5,26.3
13/7/2015,Admiralty,0,29.2,31.5,27.8,7.7,27
14/7/2015,Admiralty,27.6,28.2,32.1,22.8,7.9,55.1
15/7/2015,Admiralty,0,29.2,32.5,27.3,5.9,21.2
16/7/2015,Admiralty,0.2,28.9,32.6,27.2,6.9,36.4
17/7/2015,Admiralty,16.4,28.2,31.7,24.8,7.2,45.7
18/7/2015,Admiralty,6.4,29.3,32.8,26.7,8.5,34.2
19/7/2015,Admiralty,0,29.6,32.8,27.4,6.8,29.9
20/7/2015,Admiralty,0,29.5,33.2,27.3,7.5,36
21/7/2015,Admiralty,4,29,33.9,26.3,7.7,32
22/7/2015,Admiralty,0,29.5,33.7,26.2,10.3,32.8
23/7/2015,Admiralty,0,29,32.8,27.6,9.6,31
24/7/2015,Admiralty,0.4,28.5,33.5,25.3,8,43.9
25/7/2015,Admiralty,0,29.6,34.1,25.7,7.1,28.8
26/7/2015,Admiralty,13.4,28.3,32,24.8,6.8,52.9
27/7/2015,Admiralty,0,28.4,31.8,25.2,7,37.8
28/7/2015,Admiralty,40.4,28,31.3,24,8.7,37.8
29/7/2015,Admiralty,0,29,32.6,26.9,10.4,33.5
30/7/2015,Admiralty,2.6,28,32.8,25.8,5.3,31.3
31/7/2015,Admiralty,39.2,26.5,32.1,23.2,5.5,39.6
1/8/2015,Admiralty,1.6,26.7,30.3,23.5,7.5,26.3
2/8/2015,Admiralty,0,28.9,33.1,25.6,6.3,29.5
3/8/2015,Admiralty,6.2,26.3,28.5,23.9,6.4,35.6
4/8/2015,Admiralty,10.8,27.1,30.8,24.1,5.5,26.3
5/8/2015,Admiralty,0,28.4,32,26.6,6.2,25.6
6/8/2015,Admiralty,15,26.9,30.3,24.4,5.9,42.5
7/8/2015,Admiralty,7,27,30,24.2,5.1,37.8
8/8/2015,Admiralty,0.2,28,31.3,25.1,5.7,23.8
9/8/2015,Admiralty,10.4,27.3,30.8,23.2,7.3,63.4
10/8/2015,Admiralty,0,28.9,31.9,26.6,8.6,34.2
11/8/2015,Admiralty,12.4,27.9,31.8,26.1,6.4,43.9
12/8/2015,Admiralty,0.8,26.6,27.9,25.1,6.4,26.6
13/8/2015,Admiralty,0,28.4,32.7,25.9,8,37.1
14/8/2015,Admiralty,0,29,32.4,26.6,7.7,31.7
15/8/2015,Admiralty,0,29.1,32.8,27.2,9.7,33.8
16/8/2015,Admiralty,0,28.8,32.3,27.3,8.4,44.3
17/8/2015,Admiralty,0.8,28.7,31.6,26.5,7,42.5
18/8/2015,Admiralty,0,29.2,32.9,26.8,7.8,29.5
19/8/2015,Admiralty,0,29.3,32.8,26.8,6.7,28.4
20/8/2015,Admiralty,0,29.4,32.4,27.2,6,32.8
21/8/2015,Admiralty,16.8,28.2,31.4,24.9,6.9,29.2
22/8/2015,Admiralty,0,28.9,32.4,26.6,6.4,33.5
23/8/2015,Admiralty,0,29,32.6,27.2,10,33.1
24/8/2015,Admiralty,0,28.9,31.6,27.4,7.7,27.7
25/8/2015,Admiralty,1,27.7,31.2,25.7,6.4,36.7
26/8/2015,Admiralty,0,28.3,32.2,25.9,6.4,26.6
27/8/2015,Admiralty,0,28.6,32.6,25.4,9.6,29.9
28/8/2015,Admiralty,0,29,32.8,26.2,10.2,32.8
29/8/2015,Admiralty,0,29.7,33.4,27.8,10.1,32.8
30/8/2015,Admiralty,0,29.4,32.6,27.1,7.9,32.4
31/8/2015,Admiralty,0,29.3,32.9,27.2,10,37.8
1/9/2015,Admiralty,0,29.3,33,26.8,7,28.4
2/9/2015,Admiralty,0,29.2,33.2,26.9,8.9,32.4
3/9/2015,Admiralty,2.4,28.9,32.3,27.3,10.1,37.1
4/9/2015,Admiralty,5,28.3,31.5,25.9,6.6,38.9
5/9/2015,Admiralty,0,28.9,33.9,25.3,5.8,26.3
6/9/2015,Admiralty,0,29.4,33,26.8,6.1,25.6
7/9/2015,Admiralty,0,29,32.6,26.2,6.2,24.8
8/9/2015,Admiralty,0,28.9,32.3,26.8,6.7,29.5
9/9/2015,Admiralty,41,26.2,30,22.8,6.2,52.6
10/9/2015,Admiralty,0,27.3,30.6,24,5.2,24.8
11/9/2015,Admiralty,0,28.8,33.1,25.2,7.4,27.4
12/9/2015,Admiralty,0,28.8,32,26.6,6.5,28.1
13/9/2015,Admiralty,0,29.2,32.8,26.9,5.8,21.6
14/9/2015,Admiralty,0,28.7,31.6,27.2,6.5,24.8
15/9/2015,Admiralty,5.6,26.4,29.5,24.4,5.7,45
16/9/2015,Admiralty,4.8,27.1,30.3,24.7,6.1,34.6
17/9/2015,Admiralty,0,28.8,32.1,26.7,5.8,26.6
18/9/2015,Admiralty,0,28.9,32,27.3,11.5,29.9
19/9/2015,Admiralty,0,28.9,32.5,27.1,11.9,35.6
20/9/2015,Admiralty,13,28.6,33.3,26.2,6.6,29.9
21/9/2015,Admiralty,72.2,27.9,33,23.1,5.6,40
22/9/2015,Admiralty,0,28.2,32.3,25,6.5,31
23/9/2015,Admiralty,0,28.3,30.9,26.3,7.8,29.2
24/9/2015,Admiralty,0,28.3,32.2,25.7,6,25.2
25/9/2015,Admiralty,0,28.9,32.5,26.4,5.7,25.6
26/9/2015,Admiralty,0,29,33.4,25.5,7,27.4
27/9/2015,Admiralty,0,29.2,33.3,26.3,5.2,22.7
28/9/2015,Admiralty,3.6,27.6,30.7,24.3,6.1,36
29/9/2015,Admiralty,0,28.2,31.7,24.9,5.7,26.3
30/9/2015,Admiralty,9.8,27.8,32.3,24,6.5,42.1
1/10/2015,Admiralty,0,28.3,33,25.5,6.3,29.5
2/10/2015,Admiralty,14.2,27.3,32.3,23.7,7.1,37.1
3/10/2015,Admiralty,0,28.4,31.7,25.5,5.6,21.6
4/10/2015,Admiralty,0,29,32.3,26.6,6.6,29.2
5/10/2015,Admiralty,0,28,31.3,26.2,5.3,32
6/10/2015,Admiralty,0,27.7,32.5,25.6,6.7,23.8
7/10/2015,Admiralty,13.4,27.6,32.3,24.9,5.7,34.6
8/10/2015,Admiralty,0.2,27.7,33.5,25.3,5.2,31.3
9/10/2015,Admiralty,0,29,33.8,24.8,5.4,22.3
10/10/2015,Admiralty,0,29.3,33.6,25.7,5.5,24.1
11/10/2015,Admiralty,0,29.7,33.9,27,8.4,24.5
12/10/2015,Admiralty,0,29.4,34.2,26.9,6.9,31
13/10/2015,Admiralty,0,28.9,34,25.8,7.8,38.5
14/10/2015,Admiralty,0,28.7,33.1,26.5,7.4,36.4
15/10/2015,Admiralty,0,29.2,33.7,25.9,7.1,23.8
16/10/2015,Admiralty,0,29.1,33.2,25.9,7.1,23.4
17/10/2015,Admiralty,0,29.5,33.6,26.6,6.4,24.5
18/10/2015,Admiralty,0,29.4,32.7,26.4,5.7,22
19/10/2015,Admiralty,0,29.7,33.4,26.4,5.8,25.6
20/10/2015,Admiralty,0,29.4,33.3,26.1,6.3,27
21/10/2015,Admiralty,0,29.3,33,25.4,8.7,33.1
22/10/2015,Admiralty,0,29.6,33.5,27.2,6.8,24.1
23/10/2015,Admiralty,0,29.7,33.9,27.7,8.7,27
24/10/2015,Admiralty,9.8,28.7,31.7,25.4,8.4,38.2
25/10/2015,Admiralty,0,28.2,31.5,26.2,5.8,25.6
26/10/2015,Admiralty,0,28.9,34,26.7,7.7,23.8
27/10/2015,Admiralty,0,28.4,33.1,25.6,6.1,28.4
28/10/2015,Admiralty,17,26.5,30.8,22.2,8.8,55.8
29/10/2015,Admiralty,0,28.3,32.6,24.6,10,32.8
30/10/2015,Admiralty,30.8,27.3,33.9,23.5,6,27.7
31/10/2015,Admiralty,0.2,26.9,31.6,25.2,6.2,23
1/11/2015,Admiralty,13.8,26.9,33.6,24.5,5.4,38.9
2/11/2015,Admiralty,18.8,26.5,32.8,23.8,7.3,25.6
3/11/2015,Admiralty,6.4,27.4,34.1,24.7,6.6,45.4
4/11/2015,Admiralty,0,27.4,32.4,25,6.3,26.3
5/11/2015,Admiralty,0,28.4,32.6,25.3,6.4,23.8
6/11/2015,Admiralty,0,28.5,32.5,26.5,7.2,26.6
7/11/2015,Admiralty,33.8,27.3,32.6,23.2,6.8,48.6
8/11/2015,Admiralty,5.8,26.8,31.6,24.7,4.6,21.6
9/11/2015,Admiralty,0.4,27.8,31.7,24.5,6,21.6
10/11/2015,Admiralty,0.4,27.7,33.9,25.7,6.3,27
11/11/2015,Admiralty,27.4,26.5,33.1,24.3,6,47.2
12/11/2015,Admiralty,19.6,27,32.2,24.9,6.8,39.6
13/11/2015,Admiralty,0.2,27.1,30.2,25.1,5.7,26.3
14/11/2015,Admiralty,0,28.5,33.1,25.4,8.6,33.8
15/11/2015,Admiralty,6.2,27.3,30.3,24.4,5.9,37.4
16/11/2015,Admiralty,38.8,25.6,30.1,23.1,6.4,35.3
17/11/2015,Admiralty,16.4,26.8,32,23.2,6.8,27.4
18/11/2015,Admiralty,0,28.1,32.3,25.2,9.6,31.3
19/11/2015,Admiralty,1.2,28,32.8,24.9,6.4,45
20/11/2015,Admiralty,12.6,26.6,31.3,24.8,5.6,40
21/11/2015,Admiralty,38.8,26.6,32.3,23.9,5.4,31
22/11/2015,Admiralty,0,27.8,31.2,25.1,5.9,27
23/11/2015,Admiralty,0.2,28.2,34,25.6,6.7,26.6
24/11/2015,Admiralty,44.4,26.2,29.7,24,5.2,35.3
25/11/2015,Admiralty,0.8,26.9,32.4,24.7,5.7,32.8
26/11/2015,Admiralty,11.8,26.3,30.7,24.4,9.3,32.8
27/11/2015,Admiralty,8.4,26.8,30.5,24.5,6.8,20.2
28/11/2015,Admiralty,1.8,28,34.2,25.2,7,34.2
29/11/2015,Admiralty,1,28,32.9,24.9,7.5,30.2
30/11/2015,Admiralty,42.2,27,31.4,24.3,6.9,29.5
1/12/2015,Admiralty,27.2,26,31.1,23.4,7.6,50
2/12/2015,Admiralty,0,26.9,31.9,25.1,6.8,32
3/12/2015,Admiralty,0,28.2,32.6,25.3,8.7,33.1
4/12/2015,Admiralty,15,28,32.9,25.6,6.6,36.4
5/12/2015,Admiralty,48.2,27,32.8,23.8,6.8,34.9
6/12/2015,Admiralty,2.6,27.1,31.8,25.3,7.4,40.7
7/12/2015,Admiralty,0,28.1,31.9,25,11.7,37.1
8/12/2015,Admiralty,16.8,27.4,32.4,24.5,5.7,55.4
9/12/2015,Admiralty,2.4,27.7,32.4,24.6,7.4,27
10/12/2015,Admiralty,22.6,27.3,33.7,24.1,7.1,34.2
11/12/2015,Admiralty,5.2,27,30.7,24.7,5,32.4
12/12/2015,Admiralty,42.6,26.4,32.1,24.6,6.1,40.7
13/12/2015,Admiralty,14.2,25.3,29.1,23.7,6.8,23.8
14/12/2015,Admiralty,15.8,26.7,31.3,23.8,5.3,33.5
15/12/2015,Admiralty,0,27.1,29.4,25.4,7.4,24.8
16/12/2015,Admiralty,1,27.3,29.7,23.8,8.4,51.5
17/12/2015,Admiralty,0,27.2,29.6,25.7,11.1,47.5
18/12/2015,Admiralty,3.4,27.1,29.7,23.8,11.8,56.5
19/12/2015,Admiralty,0,28,32,25,11.9,36.7
20/12/2015,Admiralty,0,28.2,31.9,24.9,8.4,33.1
21/12/2015,Admiralty,0.2,28.6,33.5,25.8,7.4,29.2
22/12/2015,Admiralty,0,28.9,33.4,26.1,8.1,32
23/12/2015,Admiralty,9.4,28.1,32.4,23.3,8.3,37.8
24/12/2015,Admiralty,13,26.4,28.1,24.3,7.6,29.9
25/12/2015,Admiralty,6,27.4,31,24.8,11.4,51.1
26/12/2015,Admiralty,0,28,31.9,25.7,12.5,43.9
27/12/2015,Admiralty,0,28,31.3,25.2,11,34.6
28/12/2015,Admiralty,2.8,28,32,25.7,10.3,39.2
29/12/2015,Admiralty,21.2,25.7,28.3,23.7,11.7,43.6
30/12/2015,Admiralty,0,27.7,31.6,25.2,14.9,44.6
31/12/2015,Admiralty,0.8,26.7,30.1,25.2,11.4,42.5
1/1/2016,Admiralty,10.4,26.6,28.5,24.5,10.1,41.8
2/1/2016,Admiralty,13,25.7,27.9,23.1,7.9,49.3
3/1/2016,Admiralty,0.2,25.8,26.7,25.3,7.9,28.4
4/1/2016,Admiralty,0.4,27.6,31.1,25.2,11.2,34.2
5/1/2016,Admiralty,0,28.3,31.9,25.8,12.6,34.6
6/1/2016,Admiralty,0.4,28.2,31.7,26.2,12.6,37.4
7/1/2016,Admiralty,0,28.2,32.4,25.7,14,37.4
8/1/2016,Admiralty,0,28.1,31.9,25.6,13,43.9
9/1/2016,Admiralty,0,28.2,32.3,25.7,12.6,39.2
10/1/2016,Admiralty,0,28.4,32.7,26.1,11.2,36.4
11/1/2016,Admiralty,33.8,28,32.2,24.4,8.6,29.2
12/1/2016,Admiralty,0,28.5,32.1,26,12.6,35.3
13/1/2016,Admiralty,0,28.4,32.5,26.3,12.2,36.4
14/1/2016,Admiralty,1.6,28.3,31.4,26.4,10.1,29.9
15/1/2016,Admiralty,16.6,27.2,30.3,24.8,5.8,20.5
16/1/2016,Admiralty,2,27.2,32.7,25.2,5.4,31.7
17/1/2016,Admiralty,20.8,26.7,31.2,23.8,6.5,38.9
18/1/2016,Admiralty,14,27.9,34.4,25,6.1,26.3
19/1/2016,Admiralty,0,28.2,31.5,26.1,10.8,35.3
20/1/2016,Admiralty,0.4,28.2,31.5,26,7.9,31.7
21/1/2016,Admiralty,0.4,27.9,30.3,26.5,10.4,32.8
22/1/2016,Admiralty,28.2,27.6,31.4,26.1,8.3,33.5
23/1/2016,Admiralty,6.6,27.8,32.3,25.7,11.5,43.6
24/1/2016,Admiralty,0,28.4,31.9,26,15.8,51.8
25/1/2016,Admiralty,5,27.4,31.3,25.3,14,64.4
26/1/2016,Admiralty,7.4,27.1,29.5,25.1,11.9,40.7
27/1/2016,Admiralty,0.2,28.2,31.4,25.7,13,40.7
28/1/2016,Admiralty,5.4,27.6,32.6,25,9.7,30.2
29/1/2016,Admiralty,0,27.7,31.5,25,10.1,39.6
30/1/2016,Admiralty,0,28.4,33,25.9,11.5,33.8
31/1/2016,Admiralty,7.6,28,31.8,25.9,10.4,38.5
1/2/2016,Admiralty,0,28.5,32.4,25.7,14,43.2
2/2/2016,Admiralty,6.6,27.4,30.8,24.3,11.5,40.7
3/2/2016,Admiralty,0,28.2,32.6,25.6,10.1,36.7
4/2/2016,Admiralty,4.2,27.4,30.5,26,8.6,27
5/2/2016,Admiralty,3,27.6,31.6,25.7,6.8,25.2
6/2/2016,Admiralty,2.6,28,31.4,26.1,14.8,44.6
7/2/2016,Admiralty,33.6,26.4,28.1,24,18,56.2
8/2/2016,Admiralty,0,26.8,28.3,25.9,16.6,52.2
9/2/2016,Admiralty,0,26.5,28.5,25.2,9.7,27.7
10/2/2016,Admiralty,7.6,26.2,28,24.7,12.2,35.3
11/2/2016,Admiralty,0,26.9,29.7,24.9,11.2,28.8
12/2/2016,Admiralty,6.2,27.2,31.7,23.6,10.4,40.3
13/2/2016,Admiralty,0.2,28.1,31.8,26.1,14,40.3
14/2/2016,Admiralty,41.2,27.1,32.6,24.8,9.4,42.5
15/2/2016,Admiralty,0,28.3,32.2,25.6,11.9,34.9
16/2/2016,Admiralty,0,28,31.4,26.1,16.2,52.2
17/2/2016,Admiralty,0,27.6,30.9,25.3,14.8,50.4
18/2/2016,Admiralty,0,27.3,30.8,24.6,10.4,45.7
19/2/2016,Admiralty,69,24.7,26.7,23.5,7.2,32.8
20/2/2016,Admiralty,1.4,26.1,28.4,24.2,10.4,38.2
21/2/2016,Admiralty,0,27.1,31.5,24.6,12.6,42.5
22/2/2016,Admiralty,0,27.5,31.3,24.9,13,38.5
23/2/2016,Admiralty,0,27.4,30.7,25.2,12.6,36.7
24/2/2016,Admiralty,13.4,25.7,29.1,24,11.2,34.9
25/2/2016,Admiralty,0.2,27.3,31,24.8,18,58
26/2/2016,Admiralty,0,27.6,31.1,25.1,15.1,43.2
27/2/2016,Admiralty,0,27.8,31.9,25.1,13.7,43.2
28/2/2016,Admiralty,0,27.9,31.4,25.7,15.8,46.8
29/2/2016,Admiralty,0.2,28.1,31.4,26.1,16.9,47.2
1/3/2016,Admiralty,0,27.9,31.8,25.7,16.2,44.3
2/3/2016,Admiralty,0,27.8,31.1,25.5,17.3,48.6
3/3/2016,Admiralty,0,27.8,32,25.6,16.2,52.9
4/3/2016,Admiralty,0.6,27.6,30.7,25.8,13.3,37.1
5/3/2016,Admiralty,0,28.1,32.3,25.8,12.2,39.2
6/3/2016,Admiralty,0,28.6,33,26.5,14,38.5
7/3/2016,Admiralty,9.4,27.8,31.6,26,12.6,37.1
8/3/2016,Admiralty,8.2,27.5,31.7,25.4,8.6,31.3
9/3/2016,Admiralty,0,28.9,33.2,26.3,11.2,31
10/3/2016,Admiralty,4,28,34.1,26.3,7.6,26.6
11/3/2016,Admiralty,0,28.8,33.8,26.2,12.2,37.4
12/3/2016,Admiralty,0,28.5,32.2,25.7,12.2,34.6
13/3/2016,Admiralty,2.2,28.2,32.9,25.2,10.4,35.6
14/3/2016,Admiralty,0.4,28.6,33.9,26.3,9.4,36.4
15/3/2016,Admiralty,0,28.6,32.6,26.2,10.8,34.9
16/3/2016,Admiralty,0,28.4,34,25.1,8.6,26.6
17/3/2016,Admiralty,0,28.6,34.4,25.5,11.5,31.7
18/3/2016,Admiralty,0,28.7,33.9,25.9,10.4,32.4
19/3/2016,Admiralty,0,28.6,33.7,25.6,11.9,33.1
20/3/2016,Admiralty,0.4,28.5,32.5,26.2,9.4,27
21/3/2016,Admiralty,16,28.4,35,24.3,8.6,39.2
22/3/2016,Admiralty,0.2,28.2,31.6,26.8,8.6,41.8
23/3/2016,Admiralty,0,28.8,33.5,26,9,31.3
24/3/2016,Admiralty,0,29,33,26.7,11.9,32.4
25/3/2016,Admiralty,13.4,28,34.5,24.3,7.9,40.7
26/3/2016,Admiralty,0,28.4,31.5,26,13.3,40.7
